MaritalStatus,ApplicationMode,ApplicationOrder,Course,PreviousQualification,PreviousQualificationGrade,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,AdmissionGrade,Displaced,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,UnemploymentRate,InflationRate,GDP,Target
2,1,4,8014,1,140,34,34,0,0,128,1,1,1,0,37,0,0,0,6,0,0,9.4,-0.8,-3.12,Dropout
2,39,1,171,19,100,37,37,9,9,139,0,1,1,0,36,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1,1,2,9991,1,123,1,3,4,2,113.2,0,0,1,0,22,7,3,11.66666667,5,8,2,7.6,2.6,0.32,Dropout
2,39,1,8014,19,133.1,37,37,6,6,139,0,1,1,0,49,8,6,12.16666667,6,8,6,12.4,0.5,1.79,Graduate
1,51,1,9773,1,135,1,42,5,3,110,1,1,1,0,23,7,6,13.33333333,6,6,4,11.1,0.6,2.02,Graduate
1,1,1,9070,1,132,1,1,4,9,136.6,1,1,1,0,19,7,5,11.4,6,10,3,7.6,2.6,0.32,Enrolled
2,43,1,8014,1,120,37,37,5,5,161.1,0,1,1,0,47,9,6,12.14285714,6,6,0,16.2,0.3,-0.92,Dropout
1,43,1,9003,1,130,1,2,4,2,130,0,1,1,0,28,36,17,13.05882353,12,15,12,15.5,2.8,-4.06,Graduate
1,44,1,9003,39,140,1,38,9,6,140,0,1,1,0,21,13,4,11.75,6,15,4,15.5,2.8,-4.06,Enrolled
1,1,1,9254,1,133.1,38,1,9,9,121,0,0,1,0,21,9,5,11.83333333,6,8,5,8.9,1.4,3.51,Dropout
1,43,1,9238,39,120,2,1,1,2,118.6,0,1,1,0,21,14,10,12.4,10,13,10,13.9,-0.3,0.79,Graduate
1,1,1,9070,1,140,19,38,4,4,138.3,0,1,1,0,20,8,6,13.42857143,6,12,4,13.9,-0.3,0.79,Enrolled
2,42,1,9147,1,133.1,37,37,9,9,115.8,0,0,1,0,49,5,0,0,5,9,0,10.8,1.4,1.74,Dropout
1,39,1,9991,1,120,19,37,6,8,160,0,1,1,0,40,5,5,11,5,5,5,15.5,2.8,-4.06,Graduate
1,17,1,9254,1,125,1,1,3,3,114.5,0,1,1,1,22,8,6,13.625,6,8,6,11.1,0.6,2.02,Graduate
1,42,1,9119,1,136,1,37,5,5,117.5,0,1,1,0,19,6,4,11.8,5,7,2,15.5,2.8,-4.06,Enrolled
1,39,1,9991,1,133.1,3,38,2,7,121.7,0,1,1,0,31,5,0,0,5,7,0,13.9,-0.3,0.79,Dropout
1,42,1,9119,1,120,5,5,2,2,115,0,1,1,0,30,9,2,15,6,7,2,15.5,2.8,-4.06,Dropout
1,1,1,9238,1,127,37,37,5,10,125.3,0,1,1,0,19,9,5,10.8,6,11,5,7.6,2.6,0.32,Graduate
1,18,1,9147,1,131,34,34,90,90,131,0,1,1,0,22,11,3,13.66666667,5,10,3,9.4,-0.8,-3.12,Dropout
1,1,1,9773,1,127,19,37,9,9,126.3,0,1,1,0,19,8,6,12.83333333,6,8,6,15.5,2.8,-4.06,Graduate
1,17,1,171,1,132,1,37,4,9,127.1,0,0,1,0,21,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
1,17,3,9670,1,137,1,38,4,7,138.4,0,1,1,0,19,8,6,15.125,6,7,6,11.1,0.6,2.02,Graduate
1,43,2,9147,1,126,1,19,3,3,100,1,1,1,0,22,11,0,0,5,7,1,16.2,0.3,-0.92,Dropout
1,1,1,9238,1,136,4,5,2,2,126.2,0,1,1,0,22,10,5,11.4,6,8,5,10.8,1.4,1.74,Graduate
1,1,1,9238,1,124,1,1,4,4,118.8,0,1,1,0,19,12,4,12.25,6,9,6,9.4,-0.8,-3.12,Graduate
1,39,1,9254,39,137,1,1,5,10,124.5,0,0,1,0,26,0,0,0,6,0,0,16.2,0.3,-0.92,Dropout
1,44,1,9119,39,140,5,41,3,2,140,0,1,1,0,23,12,3,14,6,12,1,12.4,0.5,1.79,Enrolled
1,17,1,9070,1,131,19,19,7,7,125.1,0,1,1,0,18,7,6,12.33333333,6,10,5,16.2,0.3,-0.92,Enrolled
1,1,1,9147,1,130,37,37,9,9,118.8,0,1,1,1,22,8,5,10.66666667,5,11,2,15.5,2.8,-4.06,Enrolled
1,18,5,9119,1,136,3,2,2,3,125.2,1,1,1,0,19,9,5,11.83333333,5,9,5,12.4,0.5,1.79,Enrolled
1,17,1,9147,1,133.1,1,19,4,8,95,0,1,1,0,20,14,0,0,5,5,0,11.1,0.6,2.02,Dropout
1,1,3,9070,1,110,37,37,9,9,107.6,1,1,1,1,22,6,6,11.66666667,6,6,6,7.6,2.6,0.32,Enrolled
1,7,1,9130,3,140,2,38,2,3,140,1,0,1,0,18,7,2,13,5,5,0,12.7,3.7,-1.7,Dropout
4,43,2,9991,38,133.1,3,1,2,9,125.4,0,1,1,0,39,5,0,0,4,4,0,10.8,1.4,1.74,Dropout
1,1,1,9500,1,141,19,1,90,90,128,0,1,1,0,18,8,0,0,8,8,0,10.8,1.4,1.74,Dropout
1,17,3,9119,1,130,1,38,3,3,129.3,0,1,1,1,18,5,5,13,5,5,5,8.9,1.4,3.51,Graduate
1,1,1,9238,1,160,19,38,9,9,152,0,1,1,1,19,7,6,13.85714286,6,6,6,13.9,-0.3,0.79,Graduate
1,1,1,9500,1,140,1,19,9,9,128.8,0,1,1,0,18,7,6,13.39166667,8,8,8,12.4,0.5,1.79,Graduate
1,1,1,9147,1,150,34,19,0,4,152.8,1,1,1,1,18,7,4,12.75,5,5,0,7.6,2.6,0.32,Dropout
1,44,1,9130,39,150,37,37,6,6,150,1,1,1,0,22,7,4,14.5,5,5,5,10.8,1.4,1.74,Graduate
1,1,1,9238,1,133.1,1,1,3,4,112,0,1,1,0,19,7,6,12.16666667,6,6,6,12.4,0.5,1.79,Graduate
1,1,1,9130,1,152,19,37,9,8,135.6,1,1,1,0,18,5,5,15.4,5,5,5,12.7,3.7,-1.7,Dropout
1,39,1,9119,19,133.1,1,1,4,3,134.4,0,0,1,0,31,9,2,13.33333333,5,9,2,16.2,0.3,-0.92,Dropout
1,39,1,9991,1,130,3,1,3,3,120.5,0,1,1,0,28,5,0,0,5,5,0,12.7,3.7,-1.7,Dropout
1,1,1,9070,1,148,1,1,4,8,141.4,0,1,1,0,19,0,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,17,1,9254,1,148,1,1,4,8,145.2,0,1,1,0,20,7,6,13.71428571,6,8,6,16.2,0.3,-0.92,Graduate
4,39,1,9238,1,130,19,3,9,2,140,0,1,1,0,50,7,4,12.25,6,7,0,8.9,1.4,3.51,Dropout
1,43,1,9070,1,160,1,2,4,2,100,0,1,1,0,38,9,5,16,6,11,4,13.9,-0.3,0.79,Enrolled
2,39,1,9991,1,130,37,37,9,9,140,1,1,1,0,31,8,1,11,5,5,1,9.4,-0.8,-3.12,Dropout
1,39,1,9500,1,110,1,37,9,9,126,1,1,1,0,27,7,7,14.08571429,7,7,7,7.6,2.6,0.32,Enrolled
1,18,1,9238,1,122,1,3,9,2,112.6,1,1,1,0,21,9,6,10.16666667,6,10,6,12.7,3.7,-1.7,Graduate
2,39,1,9119,1,110,37,37,9,9,106.8,0,1,1,0,34,8,1,10,5,9,0,8.9,1.4,3.51,Dropout
1,51,1,9119,1,129,2,37,2,9,121.6,1,1,1,0,19,10,0,0,5,7,1,7.6,2.6,0.32,Enrolled
2,39,1,9991,1,110,37,37,1,4,120,1,0,1,0,40,10,2,10.5,5,5,3,9.4,-0.8,-3.12,Dropout
1,1,1,171,1,170,38,19,9,2,160.6,1,1,1,1,18,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
2,39,1,9070,12,110,37,38,5,10,130,0,0,1,1,46,6,0,0,6,6,0,15.5,2.8,-4.06,Dropout
1,43,5,8014,1,110,34,34,0,0,110,0,1,1,0,37,12,0,0,5,10,0,7.6,2.6,0.32,Dropout
1,39,1,9003,1,133.1,19,37,9,7,110,1,1,1,0,31,8,0,0,6,10,0,16.2,0.3,-0.92,Dropout
1,39,1,9003,1,133.1,1,19,4,10,145.8,0,1,1,0,34,15,5,13.33333333,6,15,5,12.4,0.5,1.79,Graduate
1,1,6,171,1,126,10,10,4,4,130.2,1,1,1,1,18,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,9670,1,137,38,37,9,9,122.3,0,1,1,1,18,7,6,13.57142857,6,6,6,12.4,0.5,1.79,Graduate
1,17,4,9070,1,117,1,1,3,3,125.4,1,1,1,1,19,6,6,12.83333333,6,7,6,11.1,0.6,2.02,Graduate
1,43,1,9991,1,100,37,19,9,4,130,0,1,1,0,40,6,4,10.25,8,18,5,15.5,2.8,-4.06,Dropout
1,39,1,9130,1,120,1,38,9,9,150,0,1,1,0,25,6,0,0,6,6,0,12.4,0.5,1.79,Dropout
1,17,5,9119,1,126,38,38,5,9,116.9,1,1,1,0,20,5,4,14.5,6,8,3,11.1,0.6,2.02,Dropout
1,17,1,9119,1,122,19,19,9,9,114.7,0,1,1,0,20,6,5,15.8,5,8,5,11.1,0.6,2.02,Enrolled
1,39,1,9003,1,111,37,37,9,10,95.8,1,0,1,0,43,0,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,17,4,9119,1,139,37,19,9,4,133.1,1,1,1,0,18,8,4,12.5,5,7,3,7.6,2.6,0.32,Enrolled
1,43,1,9003,1,150,2,4,4,1,150,0,1,1,0,35,22,18,11.66666667,13,13,12,15.5,2.8,-4.06,Graduate
1,17,2,9991,1,116,37,19,9,4,118.5,0,1,1,0,23,6,4,13,5,5,5,7.6,2.6,0.32,Graduate
1,17,1,9500,1,130,3,3,2,2,131.1,0,1,1,0,19,8,7,12.12142857,9,12,8,12.4,0.5,1.79,Graduate
1,53,1,9085,42,150,1,19,3,8,150.3,1,1,1,1,21,15,9,14.22222222,9,15,7,8.9,1.4,3.51,Graduate
1,43,1,9670,1,132,3,19,4,8,120.5,0,1,1,0,19,17,4,12.5,6,8,4,13.9,-0.3,0.79,Enrolled
1,18,1,9119,1,108,1,1,4,3,105.6,1,1,1,0,20,7,5,12.16666667,5,7,5,12.4,0.5,1.79,Graduate
1,39,1,9670,1,133.1,19,19,3,3,125.3,0,1,1,1,30,0,0,0,6,0,0,12.4,0.5,1.79,Dropout
4,39,1,9254,1,120,37,19,9,9,131,1,1,1,0,44,6,6,12.66666667,6,6,6,12.4,0.5,1.79,Graduate
1,18,1,9500,1,146,19,3,4,9,127,0,1,1,0,19,8,7,13.61428571,8,8,7,12.7,3.7,-1.7,Graduate
1,44,1,9130,39,150,2,1,3,6,150,1,1,1,0,22,32,12,12.85714286,12,15,10,16.2,0.3,-0.92,Graduate
1,1,1,9130,1,160,3,3,1,2,149.2,0,1,1,0,18,7,4,14,5,5,5,7.6,2.6,0.32,Graduate
1,17,1,9670,1,125,37,37,9,9,121.5,1,1,1,1,21,8,4,14.75,6,6,5,12.7,3.7,-1.7,Graduate
1,1,2,9085,1,125,37,19,90,90,137.3,0,1,1,0,18,0,0,0,6,0,0,7.6,2.6,0.32,Dropout
1,17,4,9670,1,122,3,1,2,3,119.6,1,1,1,0,18,8,6,13.625,6,7,6,11.1,0.6,2.02,Graduate
1,1,1,171,1,138,1,1,4,3,141.5,0,1,1,0,19,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
1,44,1,9003,39,150,1,38,6,6,150,1,1,1,0,21,12,4,11.8,6,11,4,16.2,0.3,-0.92,Dropout
1,39,1,9003,1,140,3,3,2,2,110,0,1,1,0,31,8,6,15.125,6,10,6,16.2,0.3,-0.92,Graduate
1,17,5,9254,1,113,1,1,2,3,110.2,1,1,1,0,21,10,4,11.5,6,10,2,9.4,-0.8,-3.12,Dropout
1,39,1,9119,1,139,19,19,9,7,110.3,0,1,1,0,24,12,1,10,5,11,1,8.9,1.4,3.51,Enrolled
1,42,1,9773,1,133.1,19,6,4,3,120,0,1,1,0,27,8,0,0,5,10,0,9.4,-0.8,-3.12,Dropout
1,1,5,9147,1,118,19,19,9,9,114.2,1,1,1,0,20,9,3,10.33333333,5,6,5,12.4,0.5,1.79,Graduate
1,44,1,9119,39,140,1,19,4,5,140,1,1,1,0,22,9,0,0,5,6,2,10.8,1.4,1.74,Enrolled
1,1,1,9003,1,144,19,19,9,9,132.8,0,1,1,1,19,9,4,12,6,10,4,15.5,2.8,-4.06,Enrolled
1,18,1,9773,1,125,1,1,4,7,121.5,1,1,1,0,19,6,6,13.83333333,6,6,6,8.9,1.4,3.51,Graduate
1,1,1,171,1,131,1,1,7,4,127.2,1,1,1,0,23,19,13,12.15384615,17,28,11,11.1,0.6,2.02,Enrolled
1,17,1,9130,1,131,12,12,2,8,128.2,1,1,1,0,18,7,6,14,6,8,6,12.4,0.5,1.79,Graduate
1,1,1,9773,1,140,3,2,4,6,133.4,1,0,1,0,29,8,6,16.5,6,6,5,11.1,0.6,2.02,Enrolled
1,39,1,9130,1,133.1,1,19,4,5,120,1,1,1,0,29,11,1,18,5,10,3,10.8,1.4,1.74,Dropout
1,44,1,9003,1,140,1,1,4,5,140,0,1,1,0,20,11,6,11.28571429,6,12,5,16.2,0.3,-0.92,Enrolled
1,1,5,171,1,139,19,3,9,2,136.9,1,1,1,1,19,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
1,17,3,171,1,125,3,39,2,5,117,1,1,1,0,22,0,0,0,0,0,0,10.8,1.4,1.74,Enrolled
1,1,2,9670,1,117,3,1,3,5,110.7,1,1,1,0,20,10,5,14,6,10,6,11.1,0.6,2.02,Enrolled
1,39,1,9130,1,150,19,19,9,5,160,1,1,1,0,24,13,4,13.75,5,9,3,9.4,-0.8,-3.12,Enrolled
1,1,1,9670,1,95,37,37,5,8,95,0,0,1,0,21,9,4,13.25,6,6,5,12.7,3.7,-1.7,Dropout
1,39,1,9147,1,150,37,1,7,3,148.8,0,1,1,1,25,7,4,14.25,5,7,4,12.7,3.7,-1.7,Graduate
1,39,1,9147,1,120,37,37,9,9,110,0,0,1,0,32,9,0,0,5,5,0,9.4,-0.8,-3.12,Dropout
1,43,1,9991,1,136,3,4,2,2,133.9,0,0,1,0,26,12,8,11.25,8,8,3,7.6,2.6,0.32,Dropout
1,1,1,9130,1,133,2,37,9,7,125.7,1,1,1,1,18,7,6,13.5,6,8,6,12.4,0.5,1.79,Graduate
1,17,1,9254,1,125,1,19,4,7,116.6,0,1,1,1,19,8,5,12.66666667,6,10,6,16.2,0.3,-0.92,Graduate
1,1,3,9070,1,127,19,38,5,7,141,1,1,1,1,19,6,6,15.16666667,6,6,6,12.4,0.5,1.79,Graduate
1,7,1,9119,40,130,1,1,4,4,130,0,1,1,0,27,6,6,13.16666667,5,7,5,11.1,0.6,2.02,Dropout
1,53,1,9003,1,130,19,1,9,9,130,0,1,1,0,21,20,10,11.8,12,15,9,8.9,1.4,3.51,Enrolled
1,17,1,9119,1,127,19,1,4,5,115.8,0,1,1,0,20,10,4,11.5,5,11,0,13.9,-0.3,0.79,Enrolled
1,44,1,9070,39,140,19,38,4,0,140,1,1,1,0,21,6,6,14.5,6,8,6,12.4,0.5,1.79,Graduate
1,1,5,9773,1,125,37,3,5,2,126.1,1,1,1,0,22,10,5,13.4,6,12,3,9.4,-0.8,-3.12,Enrolled
1,1,1,171,1,135,1,38,5,7,137.5,1,0,1,0,19,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
1,17,4,9147,1,132,38,19,5,5,120.8,1,1,1,1,18,8,4,10.8,5,10,2,11.1,0.6,2.02,Dropout
1,39,2,9238,1,110,19,1,5,5,136.5,0,1,1,0,28,6,0,0,5,5,0,13.9,-0.3,0.79,Dropout
2,39,1,9003,1,130,1,37,9,1,122,0,0,1,0,25,23,6,11.42857143,7,15,4,15.5,2.8,-4.06,Dropout
1,43,1,9003,1,130,37,1,5,4,130,0,1,1,0,25,24,8,12.5,13,23,10,15.5,2.8,-4.06,Dropout
1,1,1,9147,1,135,38,19,9,5,126.3,0,1,1,0,18,11,2,13.5,5,11,3,8.9,1.4,3.51,Enrolled
1,1,1,9254,1,133.1,4,19,4,5,98,0,1,1,0,26,6,0,0,6,12,0,10.8,1.4,1.74,Dropout
1,17,3,9147,1,135,37,37,6,5,121,1,1,1,1,18,8,5,12.75,5,7,5,13.9,-0.3,0.79,Graduate
1,43,1,9773,1,128,19,38,9,7,124.2,1,1,1,0,22,17,3,11.33333333,6,14,3,15.5,2.8,-4.06,Enrolled
1,39,1,9003,1,140,1,3,4,5,130,0,1,1,0,25,8,0,0,6,10,0,16.2,0.3,-0.92,Dropout
1,1,2,9773,1,135,3,1,4,4,136.1,1,1,1,0,19,9,5,11.4,6,13,5,8.9,1.4,3.51,Enrolled
1,17,2,9773,1,131,3,19,2,3,132.8,1,1,1,0,19,7,6,14.42857143,6,7,6,13.9,-0.3,0.79,Graduate
1,17,1,9500,1,131,1,1,5,5,126.3,0,1,1,0,19,9,7,12.49285714,8,10,8,16.2,0.3,-0.92,Graduate
4,39,1,8014,19,100,1,37,9,1,111.5,0,1,1,0,45,10,4,11.5,8,13,4,10.8,1.4,1.74,Dropout
2,39,1,9991,1,140,37,37,9,9,118.2,0,1,1,0,52,7,5,11.2,5,6,5,7.6,2.6,0.32,Graduate
1,1,1,9147,1,124,19,19,9,3,115.6,1,0,1,0,20,9,3,12,5,7,3,9.4,-0.8,-3.12,Dropout
1,1,1,9500,1,130,38,37,5,10,117.8,1,1,1,0,19,8,7,15.88571429,8,8,7,10.8,1.4,1.74,Graduate
1,1,1,9500,1,142,1,38,9,9,127,0,0,1,0,21,12,4,12.94,7,12,4,12.4,0.5,1.79,Dropout
2,39,1,8014,1,150,37,37,9,9,140,0,0,1,0,35,6,6,14,6,6,6,9.4,-0.8,-3.12,Graduate
2,39,1,171,12,110,37,37,7,7,106,1,1,1,0,36,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
4,39,1,9500,19,110,37,38,5,5,151,0,0,1,0,47,7,0,0,8,8,0,15.5,2.8,-4.06,Dropout
1,18,1,9991,1,112,43,40,2,2,106.4,0,1,1,0,22,0,0,0,5,0,0,8.9,1.4,3.51,Dropout
2,39,1,9991,1,100,37,37,9,9,125.3,1,1,1,0,41,8,4,11.25,5,8,3,7.6,2.6,0.32,Dropout
1,7,1,9119,3,130,34,34,90,90,130,0,1,1,0,26,5,0,0,5,6,0,10.8,1.4,1.74,Dropout
2,39,1,8014,1,133.1,34,34,90,90,116,0,0,0,0,51,13,4,11.25,6,12,0,10.8,1.4,1.74,Dropout
2,39,2,9991,1,150,37,37,9,9,120,0,1,0,0,43,11,3,10.66666667,5,10,4,9.4,-0.8,-3.12,Enrolled
2,39,2,8014,1,100,34,34,0,0,100,1,1,0,0,41,9,5,11.8,6,10,3,7.6,2.6,0.32,Graduate
1,43,2,9147,1,130,34,37,9,9,118.5,1,1,1,0,23,19,8,11.625,10,16,10,7.6,2.6,0.32,Graduate
1,43,2,9238,1,129,34,30,0,5,118.9,1,1,1,0,22,11,0,0,5,10,0,9.4,-0.8,-3.12,Dropout
1,17,2,9070,1,127,37,37,9,9,119.3,1,1,1,1,25,8,4,10.25,6,6,4,12.7,3.7,-1.7,Dropout
1,43,1,9991,1,140,37,37,9,9,135.8,1,1,1,0,25,16,15,10.8,14,14,14,9.4,-0.8,-3.12,Graduate
1,53,1,171,42,130,1,19,9,9,130,1,0,1,1,22,15,11,12.54545455,11,16,11,8.9,1.4,3.51,Graduate
1,39,1,9003,1,133.1,1,1,192,144,129.8,0,1,1,0,24,7,7,13.57142857,6,9,5,8.9,1.4,3.51,Enrolled
1,39,1,9085,2,140,38,38,9,10,150,0,1,1,0,47,0,0,0,6,0,0,16.2,0.3,-0.92,Dropout
2,39,1,9991,19,133.1,37,37,5,5,111.9,1,1,1,0,41,5,0,0,5,5,0,7.6,2.6,0.32,Dropout
1,39,1,9003,1,120,37,37,9,9,150.1,1,1,1,0,43,9,6,14.77777778,6,11,5,13.9,-0.3,0.79,Graduate
1,39,1,9003,1,133.1,1,37,9,8,130,0,1,1,0,29,4,0,0,4,8,0,16.2,0.3,-0.92,Dropout
1,39,2,9119,1,120,37,37,5,5,128,0,1,1,0,30,2,0,0,2,2,0,7.6,2.6,0.32,Dropout
1,39,2,9147,38,133.1,19,38,9,9,102.5,0,0,1,0,26,4,0,0,5,0,0,12.7,3.7,-1.7,Dropout
1,39,2,9991,1,133.1,19,38,9,9,102.5,0,0,1,0,27,10,0,0,5,5,0,15.5,2.8,-4.06,Dropout
2,39,2,9670,1,100,37,37,9,9,110,0,1,1,1,36,5,5,11.4,5,7,5,9.4,-0.8,-3.12,Graduate
1,39,1,9003,19,133.1,1,19,4,10,114,0,1,1,0,29,13,6,11.66666667,7,10,6,15.5,2.8,-4.06,Dropout
1,42,1,9119,1,120,34,34,0,0,128.2,1,1,1,0,35,12,7,11.28571429,8,8,5,9.4,-0.8,-3.12,Dropout
1,1,1,9773,1,128,38,38,6,3,116.5,0,1,1,1,18,12,4,11.5,6,10,5,10.8,1.4,1.74,Graduate
1,1,1,9991,1,172,38,37,9,9,149.3,0,1,1,1,24,5,5,16,5,5,5,8.9,1.4,3.51,Graduate
1,1,3,9773,1,146,38,38,9,7,134.1,1,1,1,1,18,6,6,12.5,6,7,6,10.8,1.4,1.74,Dropout
1,17,4,9119,1,135,38,37,5,7,126.6,1,1,1,0,18,7,4,12,5,10,3,7.6,2.6,0.32,Enrolled
2,43,1,9085,1,160,37,37,9,7,120,0,1,1,0,21,11,0,0,5,11,3,9.4,-0.8,-3.12,Enrolled
1,42,1,9119,1,150,38,37,5,8,133.5,1,1,1,0,21,10,5,13,5,10,5,9.4,-0.8,-3.12,Graduate
1,39,1,9003,1,130,1,3,2,6,110,0,1,1,0,32,27,13,13.71428571,12,18,12,15.5,2.8,-4.06,Graduate
1,1,4,9119,1,111,37,37,9,5,107.5,1,1,1,1,22,9,3,12.33333333,6,14,3,11.1,0.6,2.02,Dropout
1,7,1,9003,3,130,1,38,9,7,130,1,0,1,0,32,31,11,12.72727273,12,24,10,15.5,2.8,-4.06,Dropout
1,43,1,9670,6,170,34,34,0,0,111.6,0,1,1,0,35,5,1,14,5,5,0,9.4,-0.8,-3.12,Dropout
1,18,3,9147,1,133.1,1,38,4,7,101,1,0,1,0,23,0,0,0,5,0,0,8.9,1.4,3.51,Dropout
1,39,1,8014,1,100,37,37,6,6,108.3,0,1,1,0,39,8,5,11.4,6,12,3,7.6,2.6,0.32,Enrolled
2,43,1,9670,1,120,34,34,0,0,128.2,0,1,1,0,35,5,0,0,5,5,1,9.4,-0.8,-3.12,Dropout
2,39,1,9003,3,110,3,19,4,6,150,0,1,1,0,32,8,6,18.875,12,14,12,16.2,0.3,-0.92,Graduate
1,1,1,9853,1,133.1,34,34,0,0,142.8,0,1,1,0,20,12,0,0,6,12,0,7.6,2.6,0.32,Dropout
1,39,1,9500,1,120,37,37,9,9,100,0,1,1,0,34,15,6,11.33333333,7,16,4,16.2,0.3,-0.92,Enrolled
1,7,1,9991,40,150,37,37,6,6,150,1,1,1,0,44,9,7,13.5,5,6,5,8.9,1.4,3.51,Dropout
2,39,1,9254,19,133.1,37,19,9,10,156.5,0,1,1,0,53,12,2,15,9,10,3,16.2,0.3,-0.92,Graduate
1,39,1,9119,19,120,37,37,9,4,98.6,0,0,1,0,28,10,0,0,5,7,0,12.4,0.5,1.79,Dropout
1,7,1,9991,3,130,37,37,9,9,130,0,1,1,0,31,9,9,14.22222222,5,5,5,12.7,3.7,-1.7,Dropout
1,1,1,171,1,130,1,38,5,9,118.1,0,0,1,0,18,0,0,0,0,0,0,9.4,-0.8,-3.12,Enrolled
1,39,1,9003,1,100,1,3,9,10,120,0,0,1,0,44,14,4,12,6,16,0,15.5,2.8,-4.06,Dropout
1,1,1,9085,1,142,1,1,9,9,127.7,1,1,1,0,19,9,5,12.6,5,8,4,12.7,3.7,-1.7,Graduate
1,15,1,171,1,130,1,1,2,9,130,0,1,1,0,21,12,12,15.08333333,11,15,11,8.9,1.4,3.51,Enrolled
1,18,1,9119,1,148,3,19,3,5,147.7,0,1,1,1,18,5,0,0,5,5,0,9.4,-0.8,-3.12,Dropout
1,44,1,9003,39,170,19,19,5,5,170,1,1,1,0,20,8,6,14.5,6,10,6,16.2,0.3,-0.92,Graduate
1,39,1,9070,1,110,37,37,7,7,110.2,0,1,1,0,55,6,6,14.5,6,6,6,11.1,0.6,2.02,Graduate
1,1,1,9147,1,166,19,37,4,8,146.4,0,1,1,0,27,12,3,10,5,12,1,7.6,2.6,0.32,Enrolled
1,17,2,9119,1,135,12,19,5,5,121,0,1,1,0,19,0,0,0,5,0,0,12.4,0.5,1.79,Dropout
1,1,1,9147,1,133,19,37,9,9,129.9,0,1,1,0,18,5,5,11.6,5,5,5,12.4,0.5,1.79,Graduate
2,39,1,9773,1,133.1,37,37,7,4,132,0,1,1,0,43,10,4,11.75,6,7,0,15.5,2.8,-4.06,Dropout
1,18,3,9254,1,121,19,19,9,6,125.9,1,1,1,0,18,0,0,0,6,0,0,13.9,-0.3,0.79,Dropout
1,1,1,171,1,159,3,3,2,2,165.7,1,1,1,0,18,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
1,17,5,9254,1,130,37,38,9,9,122.7,1,1,1,1,20,7,0,0,6,6,0,8.9,1.4,3.51,Dropout
2,39,1,9991,1,121,37,19,9,9,141.4,0,0,1,0,29,7,4,11.25,5,8,4,10.8,1.4,1.74,Dropout
1,39,1,9130,19,133.1,37,37,9,10,156.4,1,1,1,0,44,9,5,11.57142857,6,11,0,13.9,-0.3,0.79,Dropout
1,1,1,9119,1,146,37,37,9,9,148.5,1,1,1,0,18,7,4,10,5,8,1,10.8,1.4,1.74,Enrolled
1,44,1,9003,39,140,37,37,9,1,140,0,1,1,1,20,11,5,13.83333333,6,13,6,15.5,2.8,-4.06,Enrolled
1,43,1,9070,1,125,38,37,8,7,131.7,1,1,1,0,20,6,4,12.75,9,12,3,12.4,0.5,1.79,Dropout
2,39,2,9147,1,120,37,37,9,9,104.7,1,1,1,0,36,4,0,0,5,9,0,10.8,1.4,1.74,Dropout
1,44,1,9130,39,150,5,1,2,5,150,1,1,1,0,19,13,5,11.6,6,12,2,13.9,-0.3,0.79,Enrolled
2,39,1,9085,19,110,37,37,90,90,110,0,0,1,0,29,5,0,0,5,5,0,12.7,3.7,-1.7,Dropout
1,1,1,9670,1,120,1,1,9,9,129.1,1,1,1,0,18,6,4,11.25,6,10,3,10.8,1.4,1.74,Dropout
1,39,1,9003,1,133.1,1,1,1,6,120,0,0,1,0,24,0,0,0,6,0,0,13.9,-0.3,0.79,Dropout
1,1,1,9773,1,133.1,3,19,2,5,127,0,1,1,0,20,6,6,14.33333333,6,7,6,15.5,2.8,-4.06,Graduate
2,39,1,8014,19,133.1,19,37,9,9,151.5,0,0,1,0,45,7,0,0,5,5,0,16.2,0.3,-0.92,Dropout
1,43,2,9500,1,130,38,37,4,4,126.8,1,1,1,1,28,23,20,13.5,23,23,20,7.6,2.6,0.32,Graduate
1,1,1,9254,1,160,19,38,9,9,140.8,1,1,1,0,23,8,6,12.66666667,6,10,5,7.6,2.6,0.32,Enrolled
1,1,1,9500,1,128,1,19,4,7,125.6,1,1,1,0,18,7,7,12.44428571,8,11,7,12.4,0.5,1.79,Graduate
1,1,2,9147,1,140,19,19,9,4,127.8,1,1,1,0,23,7,3,10.66666667,5,7,3,9.4,-0.8,-3.12,Dropout
1,43,1,171,1,120,3,3,2,2,120,1,1,1,0,22,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
